actor,actor_short,leg1_dir,leg1_token,leg2_dir,leg2_token,leg1_ts,leg2_ts,round_trip_sec,leg1_size_usd,leg2_size_usd,leg1_roi,leg2_roi,leg1_pnl,leg2_pnl,round_trip_pnl,same_token
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,BERRY,ETH→SOL,DOGE,1753503117,1753532398,29281,100.0,100.0,33.1773,-2.6397,33.177317,-2.63974,30.537577000000002,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,DOGE,SOL→ETH,PUSSY,1753532398,1753534488,2090,100.0,70.0,-2.6397,8.091,-2.63974,5.663667,3.023927,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,BERRY,ETH→SOL,$PTRUMP,1753660777,1754007969,347192,50.0,20.0,3.9402,72.8705,1.970083,14.574103,16.544186,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,STFX,SOL→ETH,TOWER,1754152567,1754351692,199125,20.0,150.0,28.8647,1.8024,5.772941,2.703538,8.476479000000001,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,$PTRUMP,ETH→SOL,$PTRUMP,1755389295,1755434934,45639,15.0,15.0,6.9515,63.684,1.04272,9.552603,10.595323,True
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,STFX,SOL→ETH,$PTRUMP,1755538420,1756773261,1234841,9.0,20.0,45.1525,32.0551,4.063729,6.411017,10.474746,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,DYDX,ETH→SOL,$PTRUMP,1757122026,1757284102,162076,70.0,20.0,5.4453,90.2937,3.811677,18.058742,21.870419,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,BERRY,SOL→ETH,$PTRUMP,1758075146,1758847741,772595,50.0,15.0,25.9943,42.7965,12.997161,6.419469,19.41663,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,$PTRUMP,ETH→SOL,BERRY,1758847741,1759717113,869372,15.0,50.0,42.7965,10.095,6.419469,5.047513,11.466982000000002,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,BERRY,SOL→ETH,BERRY,1759717113,1759722840,5727,50.0,70.0,10.095,4.2594,5.047513,2.98161,8.029123,True
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,HAY,ETH→SOL,$PTRUMP,1760054641,1760060405,5764,50.0,45.0,3.641,-5.5332,1.820479,-2.489961,-0.6694820000000001,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,$PTRUMP,SOL→ETH,RSP,1760060405,1760090363,29958,45.0,100.0,-5.5332,3.4818,-2.489961,3.481842,0.9918809999999998,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,RSP,ETH→SOL,$PTRUMP,1760092809,1760263551,170742,100.0,10.0,16.8332,26.4433,16.833247,2.644327,19.477574,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,$PTRUMP,SOL→ETH,BERRY,1760263551,1761553533,1289982,10.0,50.0,26.4433,3.5719,2.644327,1.785973,4.4303,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,HAY,ETH→SOL,HAY,1762921845,1762923505,1660,50.0,50.0,37.0973,47.7737,18.548667,23.886839,42.435506,True
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,HAY,SOL→ETH,HAY,1762930799,1762942655,11856,50.0,100.0,8.5516,25.3537,4.275791,25.353687,29.629478,True
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,TRUMP,ETH→SOL,BERRY,1763118765,1763178494,59729,100.0,50.0,4.0848,20.5718,4.084817,10.285903,14.370719999999999,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,ZIG,SOL→ETH,SVM,1763259140,1763512911,253771,20.0,50.0,38.9043,9.4299,7.780859,4.714934,12.495793,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,BERRY,ETH→SOL,GEOFF,1765161070,1767322236,2161166,50.0,50.0,7.2876,-0.8884,3.643778,-0.44418,3.199598,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,GEOFF,SOL→ETH,SHIB,1767322236,1767543327,221091,50.0,50.0,-0.8884,34.9307,-0.44418,17.465363,17.021183,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,SOL→ETH,YOURAI,ETH→SOL,DEFIGOLD,1772647635,1772908658,261023,25.0,100.0,29.4752,6.3223,7.368804,6.322284,13.691088,False
2i5gFiE5ZDxg8hLmq2KCc1Ch9333mWs3D8gLevdnfwrB|0x01bdc0f505555b9f51ef3557d13d15518fc0eaad,2i5gFiE5ZDxg..c0eaad,ETH→SOL,DEFIGOLD,SOL→ETH,SHIB,1772911347,1772930330,18983,100.0,100.0,5.2654,137.7817,5.265437,137.781665,143.047102,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,DAI,SOL→ETH,SPX,1769478389,1769505124,26735,300.0,299.99743,0.6275,-0.0942,1.882391,-0.282476,1.599915,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,SPX,ETH→SOL,WHITE,1769505124,1769568628,63504,299.99743,300.0,-0.0942,0.7073,-0.282476,2.121759,1.839283,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,DYDX,SOL→ETH,DAWAE,1769690156,1769717316,27160,44.0,31.0,3.4792,2.2059,1.530855,0.683825,2.21468,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DAWAE,ETH→SOL,NPC,1769717316,1769732588,15272,31.0,283.33,2.2059,-0.1687,0.683825,-0.478079,0.20574600000000004,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,OLAS,SOL→ETH,DAWAE,1769939942,1769950632,10690,151.33,16.0,1.5757,15.5492,2.384577,2.487869,4.872446,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DAWAE,ETH→SOL,APU,1769950632,1769967995,17363,16.0,200.89,15.5492,0.4079,2.487869,0.819452,3.307321,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,AI,SOL→ETH,DAWAE,1769972204,1769980068,7864,176.11,16.0,2.2065,5.9993,3.885828,0.959888,4.845716,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DAWAE,ETH→SOL,WEPE,1769980068,1769991837,11769,16.0,176.11,5.9993,2.487,0.959888,4.37992,5.3398080000000006,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,XCAD,SOL→ETH,SMOG,1770169571,1770184432,14861,68.44,200.0,2.866,1.0583,1.9615,2.11662,4.07812,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,SMOG,ETH→SOL,DOG,1770184432,1770209135,24703,200.0,200.0,1.0583,-0.1878,2.11662,-0.375505,1.7411150000000002,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,WEPE,SOL→ETH,DAWAE,1770338162,1770344925,6763,155.56,98.0,-3.7743,10.4676,-5.87123,10.258214,4.386984000000001,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DAWAE,ETH→SOL,BERRY,1770344925,1770348148,3223,98.0,42.67,10.4676,-6.9377,10.258214,-2.960324,7.297890000000001,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,BERRY,SOL→ETH,NSA,1770348148,1770348255,107,42.67,60.67,-6.9377,2.4793,-2.960324,1.504206,-1.456118,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,NSA,ETH→SOL,PEOPLE,1770348255,1770348525,270,60.67,55.5,2.4793,3.2807,1.504206,1.820766,3.324972,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,MATH,SOL→ETH,DOLLAR,1770349675,1770350997,1322,102.67,42.0,0.1168,2.3722,0.119944,0.996309,1.116253,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DOLLAR,ETH→SOL,WEPE,1770350997,1770355437,4440,42.0,122.22,2.3722,1.4388,0.996309,1.758538,2.754847,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,SHRUB,SOL→ETH,DEFIGOLD,1770386991,1770403580,16589,90.5,98.0,0.9102,1.8978,0.823715,1.859847,2.6835620000000002,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DEFIGOLD,ETH→SOL,DOLLAR,1770403580,1770414189,10609,98.0,42.0,1.8978,3.0175,1.859847,1.267342,3.127189,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,SMOG,SOL→ETH,VKOIN,1770417261,1770417593,332,200.0,54.0,1.3301,7.3295,2.660279,3.957926,6.618205,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,VKOIN,ETH→SOL,ШАЙЛУ,1770417593,1770418030,437,54.0,149.78,7.3295,-0.4871,3.957926,-0.729641,3.228285,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,DOGE,SOL→ETH,DEFIGOLD,1770434934,1770437579,2645,42.0,73.5,4.3959,1.7097,1.846297,1.256642,3.102939,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,DEFIGOLD,ETH→SOL,DYDX,1770437579,1770447594,10015,73.5,44.0,1.7097,4.2824,1.256642,1.884248,3.1408899999999997,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,NASDAQ420,SOL→ETH,POWSCHE,1770450672,1770451540,868,45.0,57.33,4.1559,2.5565,1.870142,1.465654,3.335796,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,POWSCHE,ETH→SOL,APUGURL,1770451540,1770452594,1054,57.33,81.67,2.5565,-1.0779,1.465654,-0.880344,0.58531,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,APUGURL,SOL→ETH,POWSCHE,1770452594,1770467630,15036,81.67,72.33,-1.0779,0.0436,-0.880344,0.031528,-0.848816,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,POWSCHE,ETH→SOL,SLACK,1770467630,1770477183,9553,72.33,15.33,0.0436,-24.8125,0.031528,-3.803763,-3.7722350000000002,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,SHIB,SOL→ETH,BUSINESS,1770659954,1770664925,4971,40.83,86.17,4.0828,0.1756,1.667018,0.151348,1.8183660000000001,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,BUSINESS,ETH→SOL,GROYPER,1770664925,1770673774,8849,86.17,84.0,0.1756,1.3237,0.151348,1.111888,1.263236,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,NASDAQ420,SOL→ETH,L0AD,1770677232,1770679810,2578,43.0,25.67,2.9847,4.4524,1.2834,1.142927,2.426327,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,L0AD,ETH→SOL,NASDAQ420,1770679810,1770695662,15852,25.67,43.0,4.4524,3.009,1.142927,1.293859,2.436786,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,SHRUB,SOL→ETH,VKOIN,1770744434,1770751022,6588,99.0,31.67,2.8617,3.3721,2.833113,1.067947,3.90106,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,VKOIN,ETH→SOL,APU,1770751022,1770754026,3004,31.67,200.0,3.3721,-0.5991,1.067947,-1.198108,-0.13016099999999997,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,WEPE,SOL→ETH,SMOG,1770755174,1770759253,4079,124.44,200.0,-2.688,0.6985,-3.344972,1.397016,-1.9479559999999998,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,SMOG,ETH→SOL,SDEX,1770759253,1770771306,12053,200.0,163.17,0.6985,0.7714,1.397016,1.258682,2.655698,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,ETH→SOL,KENDU,SOL→ETH,CFA,1770823947,1770846041,22094,200.0,43.33,2.4981,1.9412,4.99623,0.841143,5.8373729999999995,False
2mK6juHuDZaDYaxyiXnXDdUdgSLiDfJGNtvgiys8Xddb|0xd9f76930d7df99aef4dc4cff48ee236d4583c28a,2mK6juHuDZaD..83c28a,SOL→ETH,CFA,ETH→SOL,SHIB,1770846041,1770904167,58126,43.33,46.67,1.9412,3.5539,0.841143,1.658607,2.4997499999999997,False
